,MC,HR,VT
AL,0.0,0.6241835449287827,0.3758164550587981
AK,1.0000000000419396,0.0,0.0
AZ,0.0,1.0000000000671956,0.0
AR,0.5281501932474824,0.0,0.47184980668328436
CA,0.0,1.0000000001291973,0.0
CO,1.000000000047981,0.0,0.0
CT,0.0,0.7951212248387332,0.2048787751297942
DE,0.0,1.0000000000989342,0.0
DC,0.0,0.0,1.0000000002776346
FL,0.0,1.0000000001361935,0.0
GA,0.0,0.13942768465664293,0.8605723153357252
HI,0.0,0.3939900576477972,0.6060099423713083
ID,0.6899586068541184,0.0,0.31004139312338347
IL,0.0,0.9999999999902957,0.0
IN,0.0,0.10972047315116483,0.8902795269124175
IA,0.9999999999799665,0.0,0.0
KS,0.0,0.9999999999902391,0.0
KY,0.0,1.0000000000907971,0.0
LA,1.0000000000105091,0.0,0.0
ME,0.0,0.0,1.0000000000379359
MD,0.04768071942496087,0.3301045343171774,0.6222147463058516
MA,0.0,1.000000000114412,0.0
MI,0.28211086883781145,0.7178891311994886,0.0
MN,0.7509250395994789,0.2490749604178373,0.0
MS,0.11731396024276997,0.0,0.8826860396910737
MO,0.0,0.9999999999615208,0.0
MT,0.0,1.0000000000429796,0.0
NE,0.7594730692415004,0.0,0.2405269306878986
NV,0.0,0.0,1.0000000001942548
NH,0.1816072812656055,0.0,0.8183927185721837
NJ,0.0,0.8428581250253068,0.15714187499599247
NM,0.0,0.28058554363288485,0.7194144563613617
NY,0.999999999929194,0.0,0.0
NC,0.0,0.48080285379189586,0.5191971462731197
ND,0.0,0.9999999996793156,0.0
OH,0.0,1.0000000000153164,0.0
OK,0.0,1.0000000003024037,0.0
OR,0.0,0.5292183836009104,0.47078161649404693
PA,0.0,1.0000000000388642,0.0
RI,0.0,1.000000000043396,0.0
SC,0.0,0.8692223646158753,0.13077763546321416
SD,1.0000000000283,0.0,0.0
TN,0.0,0.6884360358641626,0.3115639642154887
TX,0.7500053783299028,0.0,0.2499946216555008
UT,0.0,0.4206222556996246,0.5793777443971786
VT,0.0,0.0,0.9999999999785546
VA,0.6701801586154827,0.32981984141647597,0.0
WA,0.38483071497565124,0.0,0.6151692849730145
WV,0.7935130220646562,0.20648697798361496,0.0
WI,0.9830915553820884,0.0,0.016908444586056847
WY,0.0,0.13290168870174388,0.8670983112597026
