,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.05301124006373149
6,0.0
7,0.0
8,0.0
9,0.0
10,0.003435391707905666
11,0.0
12,0.0
13,0.0
14,0.05000752182973418
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.026060842083272535
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.012795965459800173
32,0.0
33,0.073618289330897
34,0.0
35,-0.0
36,0.020429681248164994
37,0.0
38,0.0
39,0.015205047162036413
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.01099908315183229
