,MC,HR,VT,Abadie
MC,1.0,0.6301943703637655,0.8459364914969287,0.10696861630789792
HR,0.6301943703637656,1.0,0.3773945621069985,0.18463105729703094
VT,0.8459364914969287,0.37739456210699857,1.0,0.06990767754742355
Abadie,0.10696861630789793,0.18463105729703094,0.06990767754742355,1.0
