,MC,HR,VT,intercept
AL,1.7750432812034125,-0.43036729843302557,-0.3277841032914078,-0.028017498920386075
AK,1.7743066607161029,-0.4320488039485232,-0.32530601278282595,-0.02851164432979525
AZ,1.782001856884985,-0.4455474750300884,-0.31950020380176236,-0.027566269695505685
AR,1.7743645803912336,-0.4306216139556944,-0.3268273456601237,-0.028265881821649685
CA,1.2541866769484042,-0.16042451833236895,-0.089310807106183,-0.006538654099878194
CO,1.779092713685711,-0.43015940419416665,-0.3320506272218419,-0.027339586235096025
CT,1.8064142279850912,-0.42217976559880654,-0.3673007721193471,-0.027693874147116215
DE,1.7732914852213042,-0.4305411086044709,-0.32581103524019756,-0.028451856569445155
DC,1.7743613773503135,-0.4303702428224102,-0.327095269816317,-0.028024712365373627
FL,1.806656917519377,-0.5347557267874093,-0.2535392251983209,-0.03220266933446991
GA,1.8021562154960125,-0.45352724308331893,-0.331489283781584,-0.027203032770168
HI,1.7744469753268077,-0.43040592303681424,-0.3271453815143013,-0.028025735996296763
ID,1.7742887767048752,-0.43016965135945606,-0.3272210073139323,-0.028054386624100314
IL,1.7540487707392132,-0.40999856397021894,-0.32693501993061114,-0.027268718650040213
IN,1.7748324941016862,-0.43038422824528444,-0.3275646423245615,-0.027942289967976652
IA,1.7752103433749276,-0.43051565425484106,-0.3278079391012687,-0.02791513524143374
KS,1.7837251950385595,-0.4382282019831364,-0.3284743520046021,-0.028982829637210994
KY,1.779066842354358,-0.4297353078183195,-0.3324076048639842,-0.028259672861862484
LA,1.7842851358724547,-0.43966959638102177,-0.32761834920556315,-0.028895142641291116
ME,1.7738552379153605,-0.4305748831773403,-0.3263551505654999,-0.028315245184229454
MD,1.7788268166780437,-0.42446831767389603,-0.3375045296020369,-0.027752476309134355
MA,1.780580905145609,-0.43160126189467296,-0.33202078726238204,-0.027247985503457528
MI,1.7891755676003336,-0.425225031931766,-0.34699642349772486,-0.026633582204737216
MN,1.7751352965389278,-0.43034317593216387,-0.32790791644300943,-0.027955989454185204
MS,1.7750756804311816,-0.4307754451963983,-0.32738039006399894,-0.028260414680064905
MO,1.7932059407835423,-0.4285020502696375,-0.34777408395545845,-0.028145488846678557
MT,1.7737353576988673,-0.430782827199338,-0.3260255606645255,-0.02832279001707949
NE,1.7747287808430308,-0.43106298090886064,-0.3267591574254577,-0.028128105076651533
NV,1.777389048794321,-0.433427205796196,-0.3270917863661805,-0.027581117948383582
NH,1.7737731976987805,-0.4303304429075251,-0.32651853797289987,-0.028327728886460513
NJ,1.76706101233326,-0.4251013143729102,-0.32493686243938713,-0.027350478244579257
NM,1.7748280014977262,-0.4309686378341562,-0.326935093176577,-0.028284992009078636
NY,1.7662456544854157,-0.4253270571331784,-0.3239607744799917,-0.02809237562543343
NC,1.7763607406222024,-0.43140880700009043,-0.32805164006586846,-0.027789503818683503
ND,1.7747885704254471,-0.43335674918412825,-0.32447031954978234,-0.028574734443035155
OH,1.7701092561171081,-0.4212494730143489,-0.33189034900632,-0.02708949236912206
OK,1.8135763763970831,-0.4557111195561605,-0.3406738711140688,-0.02950358034037137
OR,1.7860715977749186,-0.4340159386005221,-0.33519155595073097,-0.026898140713553342
PA,1.7768667836953573,-0.4304942506319406,-0.3294988963289794,-0.02784756617531592
RI,1.7742688096434551,-0.43104617059923134,-0.32628607040756075,-0.028393349130654055
SC,1.7803967952947957,-0.43206679767241796,-0.33145959570928657,-0.027321210521712658
SD,1.7740744789334724,-0.4311502328536203,-0.32598337274402556,-0.028426061796930302
TN,1.7842627783418314,-0.4384785720962239,-0.3288577038661922,-0.027223516345069143
TX,1.6846178970948802,-0.2990148373228232,-0.3684719559809583,-0.02673081311630021
UT,1.7797004687024516,-0.4317068914519,-0.3311289851666086,-0.0274397710492833
VT,1.7741116128834704,-0.43056822462190336,-0.3265751415671817,-0.02864635169337859
VA,1.787450799213037,-0.41931161481182455,-0.3513291595754321,-0.02735622809499505
WA,1.7961023036695944,-0.43848866104973006,-0.34061381322304424,-0.02699805005786793
WV,1.7755224119954243,-0.43349726658085985,-0.3250461756755416,-0.028741677678501443
WI,1.7751760580966827,-0.4299157975126282,-0.3283821602286447,-0.027744453897248
WY,1.7751004872399867,-0.4328455659336953,-0.32526414083603805,-0.028799936719098085
