,0
0,0.38046961684854075
1,0.12366886355174751
2,0.059314612868298464
3,0.09834633367875815
4,0.12496425331241327
5,0.043389573988109116
6,0.07086521081362185
7,0.04190848560808659
8,0.062195219062251936
9,-0.054939811245088066
