,MC,HR,VT,intercept
AL,1.7939730936774936,0.0005016520090505017,-0.7706168178808849,-0.009156163400685369
AK,1.794813169535234,-0.0022551495399848465,-0.7686393903591945,-0.009486648744637005
AZ,1.8135059257578234,-0.014160501677435322,-0.7753240242813291,-0.007862381898501525
AR,1.7935859994099375,-0.00022095697153534655,-0.7695109757104402,-0.009045754589157351
CA,1.2027414736361917,-0.0270716653360579,-0.17178380105770608,0.0009560000180832695
CO,1.8126456407502767,-0.0003217053217993149,-0.7883943763001866,-0.006316762371546325
CT,1.8163226078553432,-0.006235266426677488,-0.786025203065789,-0.00955720659114112
DE,1.7932320966193285,-0.0003604018826288691,-0.7689409118957418,-0.009717559624044192
DC,1.7950955371993178,0.0005641031696528298,-0.771860185715308,-0.008340930148530656
FL,1.8117428175224817,-0.028034868310863326,-0.7593974326237531,-0.01028802530534545
GA,1.785294032673582,0.013759377496042946,-0.7753941801419765,-0.008446417630183944
HI,1.7944308859739821,0.0002945618824015117,-0.7709125678722291,-0.008525222890422679
ID,1.79401572004339,0.0001330496433211703,-0.7703233893865945,-0.008691716113792491
IL,1.7713656586472497,0.009728722246650112,-0.7570090179080063,-0.008707867457721896
IN,1.7951040817504202,-0.0002206271039250085,-0.7710455499473086,-0.00846559293458915
IA,1.7926425980677174,0.0019297885009963434,-0.7707808057652665,-0.00842286551787419
KS,1.7984254186675623,-0.004802148287914032,-0.7696862298681499,-0.00947694908444241
KY,1.7944588510914457,-0.000424940641283289,-0.7701774689388697,-0.009022345530524944
LA,1.836240112045803,-0.03373960995684833,-0.7780674686937262,-0.011486256491447744
ME,1.7933236049313084,-0.00017689220928962524,-0.7692828544287548,-0.009122895632510453
MD,1.7970773981268318,0.012526450028172209,-0.7858584422696542,-0.008817634886721493
MA,1.7934693254883656,0.0012864873559084167,-0.7709472482634107,-0.008830594639295697
MI,1.8327354683895074,-0.003243691897892642,-0.8051955135399878,-0.005468230572821309
MN,1.7983360801141355,0.00541566879563693,-0.7799072847577572,-0.00923874578529782
MS,1.7954077176439764,-0.0015069862681480473,-0.7699817023476212,-0.009526600805354501
MO,1.7985272750158454,-0.00171893748910934,-0.7729202776913062,-0.009196808492826669
MT,1.7934849620488384,-0.0004238645187862877,-0.769200615107148,-0.009072485624711746
NE,1.7942788334523896,-0.0009002302560536801,-0.7695058256145324,-0.009150887573791344
NV,1.8023195445745488,-0.006901848990691906,-0.771558087450558,-0.00813063250433066
NH,1.7942070013260298,0.0008095133524919085,-0.7710593675284455,-0.009908198632807341
NJ,1.799789123133922,0.004046447332416436,-0.7800666353169323,-0.008407318512140716
NM,1.7947154481214493,-0.0013026591165546941,-0.769505272474874,-0.009432728628587128
NY,1.7626546762478115,-0.005299884073690753,-0.7329477596064178,-0.01185492633411478
NC,1.788264096917119,0.010140283955651141,-0.7747168719985771,-0.008726713766707306
ND,1.7931838958955186,0.003015716918962519,-0.7724431955255995,-0.008108988897272962
OH,1.7855948215112807,0.0076922672960436644,-0.7693728740293116,-0.007894188445549677
OK,1.8201572411774851,-0.023069014182803604,-0.7728660475538982,-0.010461181485775572
OR,1.8023703403425937,-0.005382579851563207,-0.7731210093392185,-0.008008111438954746
PA,1.7823542745567562,0.0064767196070701916,-0.7649166010461297,-0.008626402663259647
RI,1.7936434195296198,-0.00025355395847703743,-0.7695360004860949,-0.008997728708242114
SC,1.7979810849937796,-0.0020895626268238043,-0.7720504259842556,-0.008255502525412073
SD,1.7936559705464157,-9.813225376331669e-05,-0.7697139420295622,-0.008900495475350656
TN,1.7972505575909017,-0.0037697573707150545,-0.769607396895452,-0.008634172213484614
TX,1.5332342360033255,0.22950678531174915,-0.7397606947069933,-0.007352790479674631
UT,1.8060795446420492,-0.0027277140423531687,-0.779525436765421,-0.007298895923719684
VT,1.7933915460715402,-0.0004338619410169109,-0.7690873255323906,-0.009159477285990203
VA,1.795555011435238,0.007433650041707374,-0.7792454367906736,-0.008542504684507346
WA,1.8542910751867294,-0.03338987636222579,-0.7963790444816188,-0.006910988944365037
WV,1.79721457300209,-0.004493561140786029,-0.7687469678273406,-0.009831924684283955
WI,1.7962734608621032,-0.0003689411059542014,-0.7720414856391395,-0.009185429493653974
WY,1.7943788710176376,-0.001692633506659158,-0.7687929999066296,-0.009287921522010745
