,HR,VT
0,0.18952555759898185,0.8104744464993487
1,0.0,1.0000000050485505
2,1.0000000039630412,0.0
3,1.0000000033444956,0.0
4,0.8488744079307641,0.15112558008084098
5,0.0,1.0000000030419032
6,0.6125748192566085,0.38742518019667826
7,1.0000000076894437,0.0
8,0.05810967108778097,0.9418903420873694
9,0.0,0.9999999998207642
10,0.4320896582632165,0.5679103400988247
11,0.07341213401199848,0.926587866180686
12,1.0000000040846608,0.0
13,0.0,0.9999999989082765
14,0.999999980232529,0.0
15,0.886303535632588,0.1136964555517317
16,1.0000000033356777,0.0
17,0.0,0.9999999919984291
18,0.7459150775596974,0.25408491970586955
19,0.7257773728079331,0.27422262037311657
20,0.04158009641875254,0.9584199037123573
21,0.1623631172643838,0.8376368882227319
22,0.0,1.0000000162742426
23,0.0,0.9999999994366386
24,0.9042404629795269,0.0957595422778857
25,0.7492953692268179,0.25070463656387215
26,0.9999999948053548,0.0
27,0.9999999973496997,0.0
28,0.13488244805920885,0.8651175500341443
29,0.4532064664937048,0.5467935356462056
30,1.0000000072084894,0.0
31,0.4972826118458418,0.5027173985651144
32,0.0,0.9999999982921196
33,0.0,0.9999999992717421
34,0.6412750379590062,0.3587249515796791
35,0.0,0.9999999989144658
36,0.10394027858244977,0.8960597209169909
37,0.6112313126782458,0.38876869205740233
38,1.0000000013093708,0.0
39,0.9999999934315936,0.0
40,0.0,1.0000000052259925
41,0.05180153044099931,0.9481984842587184
42,0.6205627307494646,0.37943727101272223
43,0.12312071699705457,0.8768792798621823
44,0.7889794612565637,0.2110205364510365
45,0.6367825887848962,0.3632174081471813
46,0.0,1.0000000050645574
47,0.36490621197095097,0.6350937876038023
48,0.12949899356392122,0.8705010024884885
49,1.0000000029112825,0.0
50,0.0,1.0000000023840112
51,0.668943737258171,0.3310562618391095
52,1.0000000166778005,0.0
53,0.9478259074205398,0.05217409476311778
54,0.1382842529710905,0.8617157564444796
55,0.9999999959692178,0.0
56,0.0,0.999999999741059
57,0.402252763706219,0.5977472328854797
58,0.20971127929658318,0.7902887188903842
59,1.000000001247197,0.0
60,0.6402224021020138,0.3597775994618374
61,0.6195541487828009,0.3804458445122881
62,1.0000000077702522,0.0
63,0.7723850558696526,0.2276149458825507
64,0.9999999969675274,0.0
65,0.2242719391928814,0.7757280581655623
66,0.0,1.0000000018407884
67,0.0,1.0000000045587247
68,0.0,1.0000000077862707
69,0.3620111665626385,0.637988829529329
70,0.9999999934637973,0.0
71,0.0,0.999999998648139
72,0.07694278775948629,0.9230572187355942
73,0.7851765280302105,0.21482347624885864
74,0.8831388712919721,0.11686112817290055
75,0.9999999986605728,0.0
76,0.8332150477830746,0.16678495464130638
77,0.0,0.9999999983536912
78,0.0,1.0000000059048872
79,0.7911122589477042,0.20888775112228206
80,0.6810070993749224,0.3189928994152922
81,0.43511384071091475,0.5648861660720326
82,0.37822903172434863,0.6217709775159868
83,0.0795362420631736,0.9204637512426073
84,0.4338063781802466,0.566193626844594
85,0.45963087629822535,0.5403691385816367
86,1.0000000169375118,0.0
87,0.4555621677203754,0.5444378324060342
88,0.9421291505906151,0.05787085113155645
89,0.15127243650884273,0.8487275630935889
90,0.5608423169358494,0.4391576751012697
91,0.7296189152247634,0.27038109726132453
92,0.0,1.0000000105331754
93,1.0000000015959885,0.0
94,0.3613505883268203,0.6386494172542272
95,0.5681474958477182,0.4318525235867959
96,0.31090733217425376,0.6890926672544448
97,1.0000000138877134,0.0
98,0.33341263752294437,0.6665873685058472
99,0.9908320033188421,0.009167992596332478
100,0.0,1.0000000056728382
101,0.11778966545395705,0.8822103414607966
102,0.0,0.9999999998412217
103,0.0,0.9999999910452683
104,0.0,1.000000002652903
105,0.9999999994689224,0.0
106,0.6407972985894579,0.35920270690113626
107,0.0,0.9999999988237408
108,0.04854405446665398,0.9514559454543334
109,0.4277876571798182,0.5722123553540791
110,0.10811546661953965,0.8918845333169148
111,0.0,0.9999999939930507
112,0.9999999992819557,0.0
113,0.07009666660689692,0.9299033325378968
114,0.8469535304472106,0.15304647333626095
115,0.7619272888933551,0.2380727178980729
116,0.0,1.0000000079467781
117,0.5892651393998527,0.4107348607909443
118,0.9999999984084185,0.0
119,0.0,0.999999997999774
120,0.5506631686893607,0.4493368268930237
121,0.6454899246741587,0.35451008113010835
122,0.4365367951205209,0.5634632027103247
123,0.0,1.0000000001367562
124,0.7195506779851373,0.2804493361856742
125,0.5775173128104015,0.4224826855250833
126,0.6453294291232842,0.3546705836585921
127,0.3831847597983388,0.616815234640272
128,0.0,0.9999999983064853
129,0.5841936952851352,0.41580631145037256
130,0.2722482981260826,0.7277517088606327
131,0.0,0.9999999995432323
132,0.09027859552406263,0.9097214027270293
