,MC,HR,VT
AL,0.942220982952431,0.05777901704574975,0.0
AK,0.9834261295618573,0.0,0.016573870435421207
AZ,0.9859066333562448,0.014093366642663748,0.0
AR,0.9252552395243315,0.06514702052641037,0.009597739941063799
CA,0.20817530843124588,0.686741147606449,0.10508354538385516
CO,1.0000000000021076,0.0,0.0
CT,0.6099044023092937,0.39009559773036223,0.0
DE,0.9628225463910575,0.0026573027357239807,0.0345201508703335
DC,0.9410355296523455,0.0,0.0589644703448762
FL,1.0000000010023753,0.0,0.0
GA,1.0000000000347142,0.0,0.0
HI,0.9999999999954814,0.0,0.0
ID,0.9623464487561765,0.0029889147782410975,0.0346646364616593
IL,0.9977154618486996,0.0022845383272775,0.0
IN,0.9999999999980751,0.0,0.0
IA,0.9999999999946236,0.0,0.0
KS,0.8960433954038274,0.10395660459218181,0.0
KY,0.9597487471071376,0.040251252888931215,0.0
LA,0.9999999999945585,0.0,0.0
ME,0.9339789766235069,0.02239342879936081,0.04362759457305087
MD,0.9340881744372933,0.06591182558188724,0.0
MA,0.9383821996060849,0.06161780043494932,0.0
MI,1.0000000000775058,0.0,0.0
MN,0.7092754523257514,0.2907245476485311,0.0
MS,0.8489852621962675,0.15101473779588215,0.0
MO,0.993383338728234,0.006616661273159557,0.0
MT,0.9245281028797351,0.0,0.07547189711757886
NE,0.9346773169012481,0.0653226830922252,0.0
NV,0.9999999999957555,0.0,0.0
NH,0.9803407979280789,0.006907953023990515,0.012751249042824467
NJ,0.9663926214710896,0.033607378635255696,0.0
NM,0.9615002773739628,0.02485559043947425,0.013644132181230536
NY,0.9514584409880523,0.048541561495637583,0.0
NC,0.9980140419830428,0.0019859580677691543,0.0
ND,0.9999999999978203,0.0,0.0
OH,1.000000000061514,0.0,0.0
OK,0.9999999999967433,0.0,0.0
OR,0.9911173781214262,0.008882621871330069,0.0
PA,1.0000000001415663,0.0,0.0
RI,0.8867093723519682,0.0,0.11329062764466423
SC,0.9919946161376348,0.008005383855135061,0.0
SD,0.8649314649380154,0.0,0.13506853505962008
TN,0.9999999999959279,0.0,0.0
TX,0.7877216265921434,0.21227837459622137,0.0
UT,0.9943063730772976,0.005693626916694781,0.0
VT,0.6298632037468725,0.010907419289322616,0.3592293769622285
VA,0.9614701253105038,0.038529874707050826,0.0
WA,1.0000000000230542,0.0,0.0
WV,0.9999999999956215,0.0,0.0
WI,0.963149034735595,0.036850965268610196,0.0
WY,0.9588775380697008,0.0,0.041122461928111136
