,HR,VT,Abadie
0,0.03131407642593472,0.07374223054393893,0.8949436923804103
1,0.0,0.6356347584701539,0.364365245121128
2,0.8181706530157761,0.0,0.1818293515244433
3,0.3829530842931012,0.0,0.6170469138948728
4,0.7876512705017114,0.014331025628629718,0.1980176916141106
5,0.0,0.5903269886406317,0.4096730130710752
6,0.6125748192566085,0.38742518019667826,0.0
7,1.0000000076894437,0.0,0.0
8,0.08193791480493065,0.8469911320124781,0.07107096649584745
9,0.0,0.9999999998207642,0.0
10,0.43208965826314577,0.5679103400988954,0.0
11,0.07341213401199848,0.926587866180686,0.0
12,1.0000000040846608,0.0,0.0
13,0.0,0.6195674531805136,0.3804325456880694
14,0.0,0.0,0.9999999804822982
15,0.4083368299962992,0.0,0.591663161651519
16,0.9119912023111011,0.0,0.08800880043972194
17,0.0,0.7720168063040441,0.2279831868078495
18,0.7459150775596974,0.25408491970586955,0.0
19,0.36991098289243235,0.06096728063458052,0.5691217310402635
20,0.0,0.618384199326749,0.381615802028086
21,0.15506954126057496,0.6378741836348254,0.20705627940765767
22,0.0,1.0000000162742426,0.0
23,0.0,0.9501831007528161,0.04981689867434236
24,0.782291964120956,0.08562961388684279,0.1320784261781177
25,0.749295369225788,0.25070463656490216,0.0
26,0.7348053791569101,0.0,0.2651946164705775
27,0.9999999973496997,0.0,0.0
28,0.0,0.43112148132562766,0.5688785174120613
29,0.30467979691848146,0.5595071353791722,0.1358130686408219
30,0.1886900863552979,0.0,0.8113099201250301
31,0.31621055045809615,0.0,0.6837894550801901
32,0.0,0.9999999982921196,0.0
33,0.0,0.8578254761260028,0.1421745232154151
34,0.6412750379590062,0.3587249515796791,0.0
35,0.0,0.9999999989144658,0.0
36,0.0,0.32471249855807766,0.6752875003140376
37,0.6457748294830594,0.20331524693737757,0.150909927482787
38,0.9751753578189057,0.0,0.024824643430031285
39,0.9999999934315936,0.0,0.0
40,0.0,0.5103508604567053,0.48964914377344043
41,0.0,0.7212473084424619,0.27875270686511766
42,0.3963509359679956,0.38579100058506755,0.2178580641419478
43,0.12312071699705457,0.8768792798621823,0.0
44,0.4673872872961623,0.2031071517298359,0.32950555859698644
