,HR,VT
0,0.3844474793596618,0.6155525205324155
1,0.46247367943018014,0.5375263199523583
2,0.3446740737057764,0.6553259258876268
3,0.37358176785441527,0.6264182321296679
4,0.3389157261439286,0.6610842739591738
5,0.3681040960603275,0.6318959037333014
6,0.3271732101141004,0.672826789843106
7,0.23956285972819455,0.7604371401271004
8,0.29752609838064886,0.7024739015185361
9,0.380881518842998,0.6191184813355196
10,0.35749161533958546,0.64250838481164
11,0.3980423244771583,0.6019576758090484
12,0.35587203288676117,0.6441279677264167
13,0.41366971316339557,0.586330287313186
14,0.432888143354352,0.5671118562384658
15,0.4065108456388277,0.5934891547165398
16,0.3462120122918024,0.653787987164858
17,0.40427699588522215,0.595723004541149
18,0.40895708884396337,0.5910429104519185
19,0.3867118992814212,0.6132881009314424
20,0.3872192872773833,0.612780713060839
21,0.3777552990835638,0.6222447012084771
22,0.33102937306529145,0.668970627743928
23,0.37705160262129106,0.6229483975280489
24,0.3839923842039714,0.6160076171264631
25,0.4048111716255435,0.5951888287948764
26,0.3728739398020862,0.627126060599558
27,0.3785310176339684,0.6214689825693972
28,0.3793600358662453,0.620639964301342
29,0.37228939935337374,0.6277106006984667
30,0.382329340370369,0.6176706598187981
31,0.3235082680855493,0.67649173169995
32,0.39586871444504707,0.6041312857535386
33,0.4517462589933976,0.5482537415227977
34,0.38158166287450046,0.6184183373212926
35,0.40223973160832494,0.5977602685119432
36,0.380955518454666,0.6190444817272508
37,0.39226665904405195,0.6077333409081672
38,0.3796639578572737,0.6203360423122626
39,0.38604719311857894,0.6139528071385804
40,0.39872805887539975,0.601271941118219
41,0.3689525846180299,0.6310474156130874
42,0.36957788697162947,0.6304221132919502
43,0.3913198984718982,0.6086801017427231
44,0.3998302960896209,0.6001697041218385
45,0.44968564362760133,0.5503143568794059
46,0.40739163775201037,0.5926083621068298
47,0.4314371655885517,0.5685628349254043
48,0.38150625716430653,0.6184937430243508
49,0.39951736814834204,0.6004826317639126
50,0.3801765239127354,0.6198234762963117
51,0.37947845570885924,0.6205215444584052
52,0.305183202351655,0.6948167989453271
53,0.3798735753426395,0.6201264248911172
54,0.380904760749827,0.6190952391763551
55,0.26372907451420885,0.7362709253785368
56,0.4274645348718048,0.5725354657081979
57,0.3721566086943541,0.6278433915140867
58,0.39883290481471334,0.6011670954952624
59,0.3760061112828469,0.6239938889262512
60,0.366299764800857,0.6337002356069384
61,0.25625484080755434,0.7437451592896603
62,0.4255051154023129,0.5744948855742695
63,0.37910029376049387,0.6208997064137031
64,0.32733241800255025,0.6726675819556934
65,0.36836717579660677,0.6316328242997011
66,0.3724916174668387,0.6275083826723798
67,0.4423445209365731,0.5576554785991779
68,0.4270629188547919,0.5729370805033028
69,0.4566278697379358,0.5433721308891967
