,MC,HR,VT,Abadie
MC,0.9999999999999998,0.6155038927563946,0.7722119023523702,0.26430774795765755
HR,0.6155038927563946,0.9999999999999999,0.42896024942461247,0.2307507137170653
VT,0.7722119023523702,0.4289602494246125,1.0,0.2352407882314784
Abadie,0.26430774795765755,0.2307507137170653,0.23524078823147843,0.9999999999999999
