,MC,HR,VT
AL,0.44503190824989625,0.5549680917366905,0.0
AK,0.46058389270118094,0.5394161072736927,0.0
AZ,0.42175359603110485,0.5782464039554323,0.0
AR,0.43518285310768506,0.564817146892834,0.0
CA,0.4823786304740582,0.5176213695462423,0.0
CO,0.4531243940971021,0.5468756059048295,0.0
CT,0.48680586255251895,0.513194137423359,0.0
DE,0.4270299398801912,0.5729700601022873,0.0
DC,0.4398232628904872,0.5601767371131672,0.0
FL,0.4143299528292865,0.5856700471556925,0.0
GA,0.4213617634550876,0.5786382365278537,0.0
HI,0.42811264231415413,0.5718873576713069,0.0
ID,0.47662915305943904,0.5233708469597078,0.0
IL,0.4332857607086964,0.5667142392874157,0.0
IN,0.43244670483678027,0.5675532951571413,0.0
IA,0.39370782156731576,0.6062921784708626,0.0
KS,0.41112573641571365,0.5888742635939516,0.0
KY,0.43825034056040624,0.5617496594260064,0.0
LA,0.45994873185296525,0.5400512681250262,0.0
ME,0.4315945978390488,0.5684054021613483,0.0
MD,0.43748729783528584,0.5625127021548563,0.0
MA,0.4483967891904088,0.5516032108176646,0.0
MI,0.43346464511499033,0.5665353548764407,0.0
MN,0.44216172410820576,0.557838275908498,0.0
MS,0.41819656827694435,0.5818034317265722,0.0
MO,0.4419128240032607,0.5580871759864575,0.0
MT,0.4205610688369238,0.5794389311746512,0.0
NE,0.3979230489457599,0.602076951087589,0.0
NV,0.3882544529878805,0.6117455469704933,0.0
NH,0.43035110998728704,0.5696488900031426,0.0
NJ,0.44064494500457085,0.5593550549846958,0.0
NM,0.4329854200012258,0.5670145799959845,0.0
NY,0.4417870849401176,0.5582129150462876,0.0
NC,0.4328655788529854,0.5671344211382385,0.0
ND,0.4312413047316647,0.5687586952623468,0.0
OH,0.43830386087875156,0.5616961391373517,0.0
OK,0.4353778242793174,0.5646221757061665,0.0
OR,0.4252180582396906,0.5747819417498795,0.0
PA,0.4350719837877044,0.5649280162008656,0.0
RI,0.43396634385859195,0.56603365613675,0.0
SC,0.434415370219,0.5655846297774477,0.0
SD,0.4158239212620538,0.5841760787401389,0.0
TN,0.430307674344163,0.5696923256454949,0.0
TX,0.44085675748657677,0.5591432425184956,0.0
UT,0.3964097901232442,0.6035902098570085,0.0
VT,0.43312453877094736,0.5668754612225875,0.0
VA,0.4340710268992879,0.565928973095551,0.0
WA,0.45017802510271343,0.5498219748995081,0.0
WV,0.4039786265479107,0.5960213734648295,0.0
WI,0.4502002525879051,0.5497997473908964,0.0
WY,0.43278207444421746,0.5672179255520302,0.0
