,MC,HR,VT
AL,0.6204240923437563,0.0,0.3795759076566407
AK,0.5528459910065566,0.0,0.447154008989015
AZ,0.8302778517206645,0.0,0.16972214828317517
AR,0.9999999999970767,0.0,0.0
CA,0.0,0.116496110574089,0.8835038894175467
CO,0.7997842546857701,0.2002157453103122,0.0
CT,0.8451161245267581,0.01601198684648034,0.1388718886277993
DE,0.9999999999977133,0.0,0.0
DC,0.9999999999986844,0.0,0.0
FL,0.0,0.11856845848149711,0.8814315415207862
GA,0.0,0.2593167037522361,0.7406832962616416
HI,0.2905098802955875,0.0019727547904035206,0.7075173649163491
ID,0.9999999999995262,0.0,0.0
IL,0.953544901244628,0.0,0.04645509875525856
IN,1.0000000000083822,0.0,0.0
IA,1.0000000000038605,0.0,0.0
KS,0.5923581572077876,0.23114883233977881,0.17649301044961435
KY,0.0,0.0,0.9999999999930923
LA,1.0000000000056208,0.0,0.0
ME,0.1577621594255513,0.0,0.8422378405760904
MD,0.8793695358383483,0.0,0.12063046416707365
MA,0.5871657334507359,0.0,0.4128342665472052
MI,0.6621755650895631,0.337824434917428,0.0
MN,0.9513593222044406,0.048640677807840905,0.0
MS,0.280458363555561,0.0,0.7195416364426714
MO,0.856643688905079,0.0,0.1433563110932486
MT,0.9203100892661333,0.0,0.0796899107258877
NE,0.9443849003176146,0.0,0.05561509967526288
NV,0.6535625779372459,0.012722396808044717,0.33371502523862284
NH,0.18238836679245657,0.004730124920783747,0.8128815082852808
NJ,0.43786426524676225,0.1022974150009746,0.4598383197543425
NM,0.16145790102862784,0.3198842741463062,0.518657824822667
NY,0.7170882757523599,0.2002646893642812,0.08264703487383937
NC,0.3429589274755512,0.0,0.6570410725226946
ND,0.0,0.31449226066136077,0.6855077393423578
OH,1.0000000000047633,0.0,0.0
OK,0.0,0.07090943226142525,0.9290905677375471
OR,0.08851019931112745,0.10564392496343311,0.8058458757201726
PA,1.000000000006852,0.0,0.0
RI,0.9999999999983048,0.0,0.0
SC,0.0,0.13127501599314492,0.8687249840088417
SD,0.8158694249010613,0.18413057508958627,0.0
TN,0.45613124765723595,0.0972326774809145,0.446636074862866
TX,0.5856918916750152,0.0036622359739923523,0.41064587235235095
UT,0.0,0.10867595403510373,0.891324045961301
VT,0.0,0.3445660009496575,0.655433999046743
VA,0.5999581151088046,0.4000418848905195,0.0
WA,0.0,0.0,0.9999999999828966
WV,0.8493681441406825,0.0,0.15063185585223068
WI,0.0,0.44368306604013075,0.5563169339693889
WY,0.15944635517098593,0.0,0.840553644816911
