,MC,HR,VT,intercept
AL,0.47710729324559353,0.6250421383879223,-0.10220902145226735,0.0013817284165327237
AK,0.2753131597901611,0.9758767935319775,-0.24997848656005206,-0.01660180900787367
AZ,0.3289981592480243,0.7939947412604058,-0.12154387750735773,-0.024273541379219665
AR,0.7091065466644525,0.4436767200606977,-0.15253250041937316,-0.004448539081248981
CA,0.22423826399548727,0.8174697976698719,-0.04161430833692914,-4.964979017074711e-05
CO,0.3120623996328542,0.7709591212143878,-0.08235812190154568,-0.011572660520737799
CT,0.5496802381016896,0.6057446175101452,-0.15586525899947312,0.008048146075687157
DE,0.5535954255943524,0.6213799209270775,-0.17595297511177665,0.014861561251645838
DC,0.4074440281142909,0.7340025042562512,-0.14581797540314906,0.0683856349427554
FL,0.14382837443016094,0.9231082528543038,-0.06527440780508176,-0.028621724691213046
GA,0.3793434840892642,0.7101847121430083,-0.08877553494120188,-0.013581068196682367
HI,0.3153785926693553,0.8405369459675598,-0.15536905177076843,-0.008086077228814048
ID,0.4307187057281826,0.7023722499410219,-0.1328781899911598,-0.004303935282329974
IL,0.25710039898245185,0.7552424849704391,-0.013146090995404314,0.016003493421155923
IN,0.5658793112124861,0.5366880119346293,-0.10358089537235637,0.018267946953713476
IA,0.6098420913419429,0.5599649683064118,-0.17169481396657316,0.03213981562157642
KS,0.4670393307232275,0.7061361311144085,-0.17459320484913454,0.02411685540617725
KY,0.3549550429071861,0.7199889574240937,-0.0752718953738799,0.0059403610702197795
LA,0.3168321722552441,0.8439280301436846,-0.16078529402373654,0.001459344397733986
ME,0.412455276515037,0.689110660567599,-0.1019662337464512,0.0058750754266050365
MD,0.48887201564985705,0.6053349375234488,-0.09406177542652694,-0.0020388264948678625
MA,0.5751188123789597,0.49281186440749575,-0.06823782675868512,0.005456145623014663
MI,0.6309436763156249,0.47691565477938164,-0.10952018220321608,0.031097969710685902
MN,0.42982734688105284,0.6653748107781918,-0.09533928985162154,0.002272964819017176
MS,0.7453380956749792,0.43295415426371553,-0.17839166377328314,0.001520612838714186
MO,0.3754556686227463,0.6897825299734123,-0.06582445002458742,0.010741041892810443
MT,0.45704127511958753,0.6234143396516121,-0.08175856978496959,0.019909554983907896
NE,0.782580662886764,0.4956434675529706,-0.27972414261484396,0.024306713693654558
NV,0.19108542000182258,0.9066647348138904,-0.09531122349539478,-0.04005286115098983
NH,0.6643513658004613,0.5103414017349424,-0.17375527343723585,-0.015825350329947696
NJ,0.6392493833336333,0.42343944141660983,-0.06295735570254196,0.005378881650525358
NM,0.2517532722492968,0.8833630269022945,-0.13563042218835575,0.008887723056648866
NY,0.6154433947667322,0.46430533721103057,-0.0810188259474719,0.02492648393786112
NC,0.48647081911131335,0.6147836640255794,-0.10036500580815616,-0.016045418859370386
ND,0.7471254810638376,0.6490335366535781,-0.4006802435376652,0.0690123330189536
OH,0.3394819951985167,0.7157526031306247,-0.05657735842789896,0.026117519312769844
OK,0.5217926997654703,0.645265012664301,-0.16724872089987897,0.0034363277322206898
OR,0.4665104497932746,0.6221013600057725,-0.08839418938630028,-0.004037771638934373
PA,0.4695449124808848,0.547992673570929,-0.0183968814381697,0.01660861068213748
RI,0.649167743217193,0.508438260478323,-0.15882223760009118,0.01905450957762156
SC,0.5635720673594438,0.5757295700084986,-0.1388423440582739,-0.007999271359690141
SD,0.7532783592914795,0.6587249937935926,-0.4143923013776297,0.0363228594891396
TN,0.33485291577606163,0.7243089720083009,-0.05874874670449726,-0.00738222054710036
TX,0.5870033666082086,0.5827869195355958,-0.16884424801687847,-0.01742641967069858
UT,0.28847600987875566,0.7985003583355431,-0.08662618305545733,-0.006452881628078444
VT,0.6885012793615585,0.4270437971993012,-0.11546450498542743,-0.0019960199260573575
VA,0.4732006826190904,0.6075655605690976,-0.08026629865585072,-0.008634008138145077
WA,0.4810473897421133,0.6416627509999377,-0.12210662788699467,-0.011061773286023424
WV,0.7167358108249532,0.43730587689149847,-0.15599840554418776,0.03213971769471158
WI,0.3171223985739178,0.7396833736589259,-0.057279601380169964,0.008645718588986995
WY,0.42258173837319185,0.7279052417507381,-0.15020961884573308,-0.005254706340259929
