,MC,HR,VT,Abadie
MC,1.0,0.8334784213271332,0.7233895861539799,0.7767724653658852
HR,0.8334784213271332,0.9999999999999999,0.5403541013265878,0.7854505745054171
VT,0.7233895861539797,0.5403541013265877,1.0,0.2507135520098877
Abadie,0.7767724653658851,0.785450574505417,0.2507135520098877,1.0
