,MC,HR,VT,Abadie
0,0.154471889372907,0.0,0.0023853694752850006,0.8431427422739219
1,0.0,0.0,0.6356347584701539,0.364365245121128
2,0.0,0.8181706530157761,0.0,0.1818293515244433
3,0.3027822523493625,0.09588540106944625,0.0,0.6013323455562394
4,0.40852835437786506,0.5914716365451447,0.0,0.0
5,0.0,0.0,0.5903269886406317,0.4096730130710752
6,0.0,0.6125748192566085,0.38742518019667826,0.0
7,0.0,1.0000000076894437,0.0,0.0
8,0.6154890616353917,0.0,0.0,0.38451096551129854
9,0.0,0.0,0.9999999998207642,0.0
10,0.0,0.43208965826314577,0.5679103400988954,0.0
11,0.0,0.07341213401199848,0.926587866180686,0.0
12,0.0,1.0000000040846608,0.0,0.0
13,0.7031137423529412,0.0,0.0,0.2968862579092602
14,0.0,0.0,0.0,0.9999999804822982
15,0.720616741753105,0.0,0.0,0.2793832572743289
16,0.0,0.9119912023111011,0.0,0.08800880043972194
17,1.0000000012547101,0.0,0.0,0.0
18,0.6757252706488416,0.3242747293266588,0.0,0.0
19,0.7524005097669638,0.0,0.0,0.24759948986480082
20,0.0,0.0,0.618384199326749,0.381615802028086
21,0.5036874733751113,0.0,0.2968857128711848,0.19942682136348727
22,0.26971413968325203,0.0,0.7302858873622795,0.0
23,0.9500829205107432,0.013339462623644702,0.03657761631842416,0.0
24,0.0,0.782291964120956,0.08562961388684279,0.1320784261781177
25,0.0,0.749295369225788,0.25070463656490216,0.0
26,0.0,0.7348053791569101,0.0,0.2651946164705775
27,0.49755627284860865,0.5024437275496214,0.0,0.0
28,0.028981935080114825,0.0,0.4139406508443297,0.5570774128617397
29,0.34553505732014483,0.0,0.4642042894041074,0.19026065478558174
30,0.019861462133024567,0.1774353685458256,0.0,0.8027031758538803
31,0.37403939537994946,0.0043905291437258,0.0,0.6215700804908821
32,0.024487324273093854,0.0,0.9755126741569515,0.0
33,0.9494241647036277,0.0,0.0,0.05057583514490526
34,0.0,0.6412750379590062,0.3587249515796791,0.0
35,0.04175593369023078,0.0,0.9582440654841381,0.0
36,0.0,0.0,0.32471249855807766,0.6752875003140376
37,0.9021088453163623,0.0,0.0,0.09789115967828335
38,0.0,0.9751753578189057,0.0,0.024824643430031285
39,0.5289144090743638,0.4710855884243398,0.0,0.0
40,0.0,0.0,0.5103508604567053,0.48964914377344043
41,0.0,0.0,0.7212473084424619,0.27875270686511766
42,0.0,0.3963509359679956,0.38579100058506755,0.2178580641419478
43,0.0,0.12312071699705457,0.8768792798621823,0.0
44,0.4681092994981569,0.21674751553038413,0.0,0.31514318403652203
45,0.0,0.6367825887848962,0.3632174081471813,0.0
46,0.0,0.0,0.5885182958083208,0.4114817075958976
47,0.16067367728474888,0.2997042144817641,0.5396221083311794,0.0
48,0.20364520157175564,0.1277950244822991,0.6685597703590593,0.0
49,0.0,0.5437305907773154,0.0,0.4562694097647664
50,0.20452403995117105,0.0,0.7954759636542736,0.0
51,0.6986505109669366,0.14706155529696333,0.0,0.15428793360961268
52,0.0,0.8241499998036018,0.0,0.17585001490961497
53,0.4193686678222998,0.5806313351806636,0.0,0.0
54,0.0,0.0,0.6682196648117992,0.3317803470749278
55,0.0,0.996043087568512,0.0,0.003956908409197431
56,0.7527663789881951,0.0,0.0,0.24723362108231997
57,0.0,0.402252763706219,0.5977472328854797,0.0
