,MC,HR,VT
AL,0.7810898898822202,0.021104199623609626,0.19780591066230122
AK,0.7879374116820133,0.020153760714384936,0.19190882777504545
AZ,0.7709436142839146,0.023765535039892392,0.20529085084043083
AR,0.7900376905056566,0.019752653754328636,0.1902096559120069
CA,0.8771991600659771,0.029627360251921617,0.09317347982943837
CO,0.7865735137667835,0.02044683457304929,0.19297965183013296
CT,0.7872146410400735,0.020378214129504687,0.19240714500191258
DE,0.7881260818977851,0.02010762664251024,0.19176629163103784
DC,0.7885339438530872,0.019976353767027253,0.19148970255134978
FL,0.8006785520349585,0.026021147326946537,0.1733003007555999
GA,0.7670698383751922,0.02578414933570084,0.20714601244819747
HI,0.7881629095852956,0.020099712804719286,0.1917373777813395
ID,0.7913546739445759,0.0194408461498068,0.18920448007774474
IL,0.768442383991283,0.02620962706303113,0.20534798912575516
IN,0.7729832904003985,0.022782532372505666,0.20423417739163888
IA,0.7867780783624888,0.020822109713141735,0.19239981209767001
KS,0.7878237161259979,0.020186461603170485,0.1919898224421483
KY,0.7877266812861197,0.02024779499006374,0.1920255238954512
LA,0.7882951929985054,0.019114379896426087,0.19259042727389897
ME,0.7895375173332541,0.01981356792673594,0.19064891491175287
MD,0.7756059855849339,0.022148983611063888,0.20224503096691793
MA,0.7985134263977558,0.018346880885956793,0.18313969289386306
MI,0.7729542079447006,0.022376942227269474,0.2046688499899012
MN,0.7834519624865932,0.020861884751872464,0.19568615293069982
MS,0.7878637161121903,0.020158642928787263,0.19197764113027962
MO,0.7887901526867311,0.019860143539122185,0.1913497039449652
MT,0.7893220532595111,0.019846335592237425,0.1908316113199247
NE,0.793471796907783,0.01921321568154848,0.18731498758410756
NV,0.7849961029416674,0.02085488951554104,0.19414900771299115
NH,0.7893628515134495,0.01985561586853762,0.1907815327897037
NJ,0.7892923489108854,0.019758734339345756,0.19094891692050783
NM,0.7888764186560963,0.01999809360816107,0.19112548790750492
NY,0.8569745213192501,0.0,0.1430254787551918
NC,0.7643550822214293,0.025288199809791207,0.21035671812630025
ND,0.7892542423063919,0.020048070311494897,0.1906976875539643
OH,0.8027716609885919,0.019280994091763533,0.1779473451019257
OK,0.784963297799482,0.021308543420370925,0.19372815895194645
OR,0.7889567524857399,0.019824317666986897,0.1912189300191488
PA,0.79246387715003,0.016330275575184763,0.19120584743387134
RI,0.7891715339316748,0.019914555809516447,0.1909139104305302
SC,0.7824630138123524,0.02127627179972759,0.19626071455715283
SD,0.7882368325524646,0.02006238736177639,0.19170078025722795
TN,0.7717419918349914,0.02315594860294638,0.20510205972726314
TX,0.6213664695726596,0.07520292268232319,0.30343060796222804
UT,0.7837801516152265,0.02112987953061799,0.19508996902427903
VT,0.7892408111424112,0.01987829009832484,0.19088089893086096
VA,0.781247288700601,0.020904833392998073,0.19784787807276494
WA,0.7593154121354093,0.02668819421937666,0.21399639380663957
WV,0.7886780723266433,0.020068972765434442,0.19125295507959195
WI,0.7852551537594453,0.020242266568921464,0.19450257984004854
WY,0.7885571691745298,0.020056256260977002,0.19138657473601314
