,MC,HR,VT,intercept
AL,0.8147341740931822,-0.2977617731169497,0.1893151668353475,0.19708369968160455
AK,0.8080348965655826,-0.2624352882549309,0.18823716877394656,0.18002408525906988
AZ,0.8046939734875135,-0.25576370659402864,0.18390152884065886,0.18024995068604088
AR,0.8070185573663027,-0.2696270391245873,0.18340087372394523,0.18919669722802257
CA,0.7954535990408389,-0.2254114046920446,0.19847448569756188,0.1588643802866524
CO,0.8027090537360929,-0.2618122937130058,0.18663419552328495,0.1838250632217372
CT,0.8242365839479205,-0.28056490442144244,0.17996589622477185,0.1838160407253151
DE,0.8611268685504043,-0.3352637027373963,0.1521465170065764,0.2158828461537754
DC,0.91214965188559,-0.14531939783888545,0.06398447547827404,0.10979358632678993
FL,0.7967861327289504,-0.2611007596633222,0.18935991677212824,0.18509170903088945
GA,0.7941281992981021,-0.26364501202742086,0.18551122046903043,0.19029608564429734
HI,0.8064566647046068,-0.25712398791346935,0.17759258741040831,0.18388497438989482
ID,0.8325502030063132,-0.28433745667612664,0.16402071490554906,0.19881172920161172
IL,0.8005990013713018,-0.2603165343083962,0.18738347410682818,0.18353716794049924
IN,0.7907421906543739,-0.26657935278122263,0.20020957375969423,0.18378866759120138
IA,0.8100269794715527,-0.1942838310993368,0.07983699999957072,0.21600437222834912
KS,0.7752509999818769,-0.35263645181901015,0.22464257567997747,0.24249459947196245
KY,0.8290549040804056,-0.2862217094903152,0.18715629719350815,0.17754197888192302
LA,0.843947786579105,-0.30608052691041104,0.1844478897155281,0.18210156986441262
ME,0.7960940478057656,-0.25839467615742134,0.18953367975861887,0.18422251208761553
MD,0.7960518078556894,-0.26271534882921843,0.1982426183246497,0.18177116614322852
MA,0.798086262016046,-0.2639947650414311,0.19207245583502425,0.18570453962343458
MI,0.8156443259244044,-0.3539857260858022,0.22062822828581594,0.2105414623123789
MN,0.7908949108643399,-0.2744144669869961,0.19993263344242262,0.19518591634777338
MS,0.7224428825795609,-0.10205137725253693,0.19619532928048378,0.12420923156029295
MO,0.816361448931391,-0.2683005283593888,0.18066973799178201,0.1812963670873241
MT,0.780639534663098,-0.24123440938553276,0.192459317382077,0.18170544530276667
NE,0.7275641474547906,-0.3321292050041945,0.22537543920144887,0.26467719728858663
NV,0.7667236458839168,-0.22531444699546158,0.1777917734928359,0.18825877960121484
NH,0.7972192901039925,-0.2579826403305995,0.1891188553176728,0.18271644332861592
NJ,0.8019982957199221,-0.2596490988864472,0.1858890073797897,0.1825453577001923
NM,0.7728298858421045,-0.21725618663641727,0.2000814379858577,0.16488643607664755
NY,0.8211085410485448,-0.2740710452733014,0.17800406499401975,0.18330138920635786
NC,0.8022603568892532,-0.2568837907867814,0.1903252499320781,0.17885220029022508
ND,0.6069704404000331,-0.023999106368971845,0.34301651416596124,0.028247624205482214
OH,0.7583801687498284,-0.20981092842284133,0.19916064925122107,0.1722028271657695
OK,0.7893796381570063,-0.2836083915488461,0.22508183035764812,0.17603358323861495
OR,0.7968883753386683,-0.24406395221266936,0.17879059686962906,0.17875830227625622
PA,0.8313185954061959,-0.27616594722466675,0.1731965149379416,0.18014399002348924
RI,0.8040306445880798,-0.26341998604014627,0.1867798623096999,0.18315355277972722
SC,0.8238424818828003,-0.27875404951845684,0.17934438059342486,0.18790385616718763
SD,0.8223520764825614,-0.3025666453367712,0.16984285866741536,0.21349974424505513
TN,0.7971382856321304,-0.2460913349906893,0.18238160918182367,0.17864988626983125
TX,0.820738327968733,-0.2623218820374751,0.19094844552681883,0.1723709450513825
UT,0.7832278969083788,-0.248447384202529,0.17582383844003502,0.19220099978648886
VT,0.8083250892424282,-0.2709881560901019,0.18559310090035355,0.18793027723044187
VA,0.8151385846837297,-0.2761255009345387,0.18704604037688524,0.18707088157639817
WA,0.813358529917772,-0.2753113639753027,0.186386806984828,0.18715987654503752
WV,0.7690801169296934,-0.21628171194906115,0.18184208590683681,0.18377335904230596
WI,0.8036684426485124,-0.2991916072989171,0.21556403790982198,0.18249810722526993
WY,0.8197473960416092,-0.270348817361391,0.17196971675875036,0.19100202255696974
