,MC,HR,VT,intercept
AL,0.4180030886305057,0.04750959344230621,0.368108242033681,0.11106821126958355
AK,0.36827380921929326,0.06416788382541844,0.40278327028419947,0.10726700009377144
AZ,0.41463878808704935,0.05968170584793997,0.38193918083069267,0.09858637623698685
AR,0.39952560019395816,0.057631521640455374,0.37079857451996984,0.1181352482753788
CA,0.4358194622036204,0.08975490853866203,0.3322406369973677,0.10068150636193707
CO,0.4123537633664042,0.06698785445565458,0.36780581508044097,0.1050091521186044
CT,0.40516768799037345,0.03653911671370996,0.38155438193029206,0.11849677702895023
DE,0.3560622766469516,0.011765647437462723,0.43592919780029127,0.1284066863412443
DC,0.3096747579823957,0.07632007734179419,0.45535422793482966,0.10876322207784406
FL,0.36007915478878866,0.03069020488857932,0.402435678257691,0.13867914484893418
GA,0.40135248355054354,0.060564498446986026,0.35262923889278297,0.1245247425885786
HI,0.5337030247004898,0.09105318522182793,0.23510928924482832,0.09221813873547557
ID,0.47666761306992433,0.0629993422913912,0.33718258221058584,0.08906321454645083
IL,0.4076423190548099,0.051990090266638256,0.37124384088245305,0.1145386645745976
IN,0.42351518834937385,0.06185969888568432,0.3568459361773982,0.10475205310587088
IA,0.3950775344609441,0.03234253033900519,0.3159757020775822,0.18768063484581476
KS,0.2371522141268644,0.03902486845787617,0.5064543775812638,0.15243594920276227
KY,0.42606275414965605,0.04503155584814006,0.36516432580869573,0.10819613492269664
LA,0.36865874518631686,-0.027298000038406822,0.4712060451534247,0.121051451004203
ME,0.39410347968880743,0.05165659692294611,0.3780720556310024,0.12188522843811445
MD,0.40040605259669865,0.059077195834134566,0.3710772892728396,0.11544941317622026
MA,0.4123617331414019,0.08042829994318385,0.3617541665941551,0.10152916169886306
MI,0.3840751057456493,-0.00675633777384993,0.4703581061672252,0.09577499292522884
MN,0.4047422095043133,0.053324045208129944,0.3711110721103006,0.12080169992882617
MS,0.36430581603157136,0.06612144186394753,0.39764867815418226,0.12207722801529863
MO,0.41940212933733995,0.06539120611652222,0.3668968329228153,0.09797134244866346
MT,0.4265070534665169,0.08098007566324383,0.334261422175694,0.11276209345343235
NE,0.5643263839871298,-0.004718970354449209,0.16629590650718695,0.20002128896948745
NV,0.31021975177756317,0.024946008490945193,0.3657141602787236,0.2003536293458688
NH,0.3873352415176178,0.06143091732883027,0.3788256041778924,0.11645501323621588
NJ,0.41536340882704026,0.056242931463305945,0.3600402634622263,0.11368005060747433
NM,0.41053045169692526,0.06558380056014856,0.3595463144238039,0.11375465324051326
NY,0.46849633625016407,0.122440168413393,0.2820044692738776,0.08417924199959792
NC,0.3940900483191787,0.06165087261561886,0.37358336312235024,0.11573819439968402
ND,0.4364435185311215,0.17747590293857363,0.2837662259788973,0.06680933990277726
OH,0.3540337112990156,0.061529155777814926,0.3940303868144026,0.13317294202148666
OK,0.38348169365560364,0.03444561326198392,0.469115266970874,0.06792326640012902
OR,0.4019272889788104,0.06368846244263027,0.3624654755699409,0.11384747017570196
PA,0.4153839767994868,0.05439674017935581,0.36812202525741666,0.10728441706233571
RI,0.40530734080587505,0.07773870933983479,0.35859859772267744,0.1095588077419235
SC,0.4007477681154187,0.05849063440677538,0.3716369649909542,0.11534278637815254
SD,0.35999663119586767,0.05846719032216385,0.43811491477298065,0.09416547415858789
TN,0.41775095599997397,0.07434958535799785,0.3404815277277197,0.11278284377341818
TX,0.4781956677223713,0.048774296972814324,0.3521665964360718,0.08623787583216791
UT,0.3155701202000062,0.09223211268621762,0.39037129587523256,0.1345202610640892
VT,0.4017682712283298,0.0658270209484132,0.3664228632709697,0.11237053594568225
VA,0.40430507343615407,0.0645242343075419,0.36944497617156524,0.11154169259119562
WA,0.3446656856465277,0.10491989213811026,0.3939783632726734,0.10464115206068858
WV,0.29772892680209906,0.11483837352428222,0.4042634147130285,0.13085933351933787
WI,0.42933190598046805,0.056205170185678666,0.3568294187580355,0.10283285442464374
WY,0.4412394970851034,0.04405631222274908,0.34923364319098593,0.11604265779175682
