,MC,HR,VT
AL,0.5454902539254192,0.28318006539737467,0.17132968067819032
AK,0.16930760979692983,0.08425879332874553,0.746433596873712
AZ,1.0000000000004767,0.0,0.0
AR,0.9739731801674388,0.02602681983291945,0.0
CA,0.0,0.0,1.0000000000748421
CO,0.9999999999889777,0.0,0.0
CT,1.0000000000100022,0.0,0.0
DE,0.18661061487877809,0.0,0.8133893851211688
DC,0.7326738703417771,0.0,0.2673261296580259
FL,0.43544912509133077,0.162973195475486,0.40157767948950246
GA,0.7758979947302947,0.0,0.2241020052783039
HI,0.7341918453065611,0.014788412627908268,0.2510197420652007
ID,0.3532673831905115,0.0033341070808236414,0.6433985097284591
IL,0.8857547139269458,0.11424528608844574,0.0
IN,0.7896257989223153,0.21037420108649463,0.0
IA,0.7523998291362493,0.24760017085982236,0.0
KS,0.8555548791641902,0.0,0.14444512083466693
KY,0.3365701231803524,0.6634298768192018,0.0
LA,0.675368743070433,0.0,0.3246312569265723
ME,0.6241182313125828,0.03589002535757765,0.3399917433295888
MD,1.00000000000581,0.0,0.0
MA,0.5437767634548426,0.3289271198327493,0.12729611673646132
MI,0.68761777487734,0.15217724765337406,0.1602049774912204
MN,0.9018636530272216,0.0,0.09813634697837545
MS,0.5628372152629204,0.3347717960164716,0.10239098871849173
MO,1.000000000001852,0.0,0.0
MT,0.2356850979679559,0.040419151069717045,0.7238957509619864
NE,0.7327312769533448,0.0,0.2672687230466071
NV,0.6553328008265741,0.12305863596358321,0.2216085632067689
NH,0.5585973392603637,0.0,0.4414026607402631
NJ,0.7358546452861725,0.0,0.26414535471700357
NM,0.7925089028605494,0.16248474447756162,0.045006352660646565
NY,0.14390498954395273,0.0,0.8560950104532533
NC,1.0000000000136946,0.0,0.0
ND,0.3313134889674824,0.06570330797873562,0.6029832030534362
OH,0.9999999999936148,0.0,0.0
OK,0.9891311953401177,0.010868804658203989,0.0
OR,0.999999999998823,0.0,0.0
PA,0.72014887792233,0.0,0.2798511220650693
RI,0.1852123646658369,0.06576579755078457,0.7490218377828871
SC,0.9999999999978785,0.0,0.0
SD,0.3300450951667633,0.0,0.6699549048332615
TN,0.9366684743153926,0.06333152568732554,0.0
TX,0.07765212468595638,0.0,0.9223478751804607
UT,1.0000000000010676,0.0,0.0
VT,0.3236621522667906,0.012542905316773097,0.6637949424163543
VA,0.9999999999995495,0.0,0.0
WA,1.000000000001571,0.0,0.0
WV,0.4363870377289736,0.02874601518301561,0.5348669470874586
WI,0.7288336143983056,0.0,0.2711663856024777
WY,0.18362747463772225,0.0,0.8163725253623186
