,MC,HR,VT,Abadie
MC,0.9999999999999998,0.8877976127067156,0.9500013327484907,0.9353214052583968
HR,0.8877976127067158,0.9999999999999998,0.8446598713795681,0.7950489966248757
VT,0.9500013327484909,0.8446598713795682,0.9999999999999998,0.9403648221555014
Abadie,0.9353214052583966,0.7950489966248757,0.9403648221555014,0.9999999999999998
