,MC,HR,VT,Abadie
MC,1.0,0.6028563085910484,0.7609703533489671,0.30738608618279617
HR,0.6028563085910484,0.9999999999999999,0.7153908718150646,0.24785474598219087
VT,0.760970353348967,0.7153908718150644,1.0,0.4550316490112789
Abadie,0.30738608618279617,0.24785474598219087,0.45503164901127885,1.0
