,MC,HR,VT,intercept
AL,1.350572574135653,-0.04100600778056454,-0.31022632728497407,0.01207141185086158
AK,1.3672903977053494,-0.042205786688980396,-0.3256704624008806,0.01057336209216686
AZ,1.3565706650944194,-0.037319653430146205,-0.3199501769422264,0.01280985724680761
AR,1.3490454351781918,-0.04087786782652891,-0.308803364590128,0.011608430090735311
CA,1.422174535600256,-0.02251975203001888,-0.4001030672789968,0.008083615555680268
CO,1.3610023752828102,-0.03554336092614219,-0.3262022403154694,0.013580173080313784
CT,1.333388995569303,-0.04199172188275754,-0.29196557988768157,0.010508915689623421
DE,1.3523826145167337,-0.03893275697416873,-0.3140957305145181,0.011813291936430659
DC,1.3222507801020664,-0.042610524711297365,-0.28009277624891593,0.008140199963275307
FL,1.3516724903916917,-0.040118849060174155,-0.31223966229987743,0.012588091589694983
GA,1.3540152727691643,-0.04188460505854691,-0.3127712196900813,0.011768386586101798
HI,1.3355536253053253,-0.042866113054998406,-0.2932209108556857,0.009660741871041267
ID,1.3616700143162987,-0.04420607291026596,-0.31821966694569714,0.013990993042892086
IL,1.3479366634318355,-0.03804846826850264,-0.3104357278551209,0.010059670998835202
IN,1.3495338436262534,-0.04002924503194363,-0.3102065884905948,0.01280497015297044
IA,1.3411433072208272,-0.03876537490311921,-0.30304180016635607,0.012339594814029908
KS,1.3557482815455721,-0.0415172102198918,-0.31489829936537844,0.012211409728593026
KY,1.3527428071737537,-0.03926118446023277,-0.3141553317640619,0.012416808407405
LA,1.3542692671929593,-0.046740389733673726,-0.3081907576514725,0.01206141794520832
ME,1.355118778949052,-0.04142467163298019,-0.31441635682345237,0.013334257099749891
MD,1.353556484845041,-0.04106721947131475,-0.3131320913593575,0.011819636596033689
MA,1.3526204360401095,-0.040280975454048545,-0.3130070773018863,0.012249523929877881
MI,1.3618446666241402,-0.038715095562728674,-0.3237656544170679,0.01170560902719231
MN,1.3522444358513879,-0.04046590558235566,-0.31248436037265115,0.012884016862123815
MS,1.35062710273658,-0.04048491576836044,-0.3108394563918038,0.012893346659737404
MO,1.3547883519152308,-0.04012074300869939,-0.31534805836461893,0.01247328090521549
MT,1.3554954223683773,-0.04017965517291283,-0.3160268238395549,0.013095632793060474
NE,1.3524290655334825,-0.040874719731927855,-0.312209169288337,0.01199110860553887
NV,1.3427536617348443,-0.055665425296697824,-0.2877114027758495,0.011573738488266372
NH,1.3599773897610514,-0.033582516678083596,-0.32703202452799185,0.01154486851816472
NJ,1.3532115437004741,-0.04033809066969446,-0.3135500275309314,0.012411976236339939
NM,1.3491787776464879,-0.04090500559858795,-0.30899970688418044,0.013463872231884721
NY,1.3560606865965035,-0.04204086424906395,-0.31479501504515334,0.014236691871062135
NC,1.3679795317975412,-0.03073815887275727,-0.3381341877758727,0.01629515734591891
ND,1.3537740011094994,-0.060862641090248526,-0.2933683617723986,0.008179689809608703
OH,1.3502038015756535,-0.03915946964704339,-0.31164189590621405,0.010985032849379905
OK,1.3514757086861025,-0.033308279048177014,-0.31885446678271023,0.012643251004170963
OR,1.353621028480586,-0.04216500552605573,-0.31212096816520263,0.012230176693215355
PA,1.3526735622549926,-0.040777354242640396,-0.31257782724451866,0.012504479742041497
RI,1.341182595554776,-0.04509684417247917,-0.29684626752092724,0.014185062613069732
SC,1.3534986961185314,-0.040900488814902325,-0.3132658551919712,0.012264217818000134
SD,1.354660262409133,-0.04014514565925942,-0.3151512000922388,0.011616225842551842
TN,1.354709294615943,-0.04307936152184,-0.31226965240260796,0.011783154441115329
TX,1.3726555192281134,-0.043387459362000835,-0.33020651879400326,0.017253226391829912
UT,1.328226548465033,-0.025863938566040523,-0.3029183107202893,0.009936759440190457
VT,1.354968605726974,-0.04112421786384812,-0.31460572473132586,0.014085009309422247
VA,1.352294449969534,-0.04039759717460578,-0.31253785229018627,0.011773808902624694
WA,1.340123601352464,-0.03991914529753959,-0.30088126745063803,0.01238292084318715
WV,1.3528548383284358,-0.040576133827789795,-0.3129405653672234,0.012134274831900882
WI,1.3524299841566403,-0.04029329298632717,-0.3128013834978884,0.012200245908264407
WY,1.3410077576253614,-0.033848479405254955,-0.30797191406285407,0.015124150846673956
