,MC,HR,VT,Abadie
MC,1.0,0.9545065317370433,0.9848014767626565,0.9664268705470479
HR,0.9545065317370431,1.0,0.9440550182536984,0.9488234185905391
VT,0.9848014767626565,0.9440550182536984,1.0,0.9654320669783657
Abadie,0.966426870547048,0.9488234185905391,0.9654320669783658,1.0
