,MC,HR,VT,intercept
AL,-0.2711798691057955,1.236770948108989,-0.37074128991605215,0.09953985429597301
AK,1.0377847870848833,0.7972607932411616,-1.0333845797474925,0.0345787253327714
AZ,-1.2242594469459096,2.1551943356402,-0.010794573375470629,0.35841312470475606
AR,-1.8580092314998622,1.3591710194223374,1.39949916873833,0.10312458144942749
CA,-1.8609422992619717,2.4478813538354482,0.644074522554402,0.2230475439178461
CO,3.5803019162839007,-0.04435693395686813,-2.4945511594893635,-0.13757006262168736
CT,3.566122389346413,-0.9739902431175957,-1.1125140485187197,0.16368256334851133
DE,-5.629450115917976,5.252531513391938,1.4552549133254806,-0.12758469353263002
DC,-1.6266028084065787,2.222568397286039,0.16381865504016813,0.7869826506405864
FL,0.6405834151757166,-0.9892351004449701,1.3115064545867197,-0.3078056997011198
GA,-3.4192433113870404,5.612885012441765,-1.6355515056446945,1.1338210859810816
HI,-1.4774030042868667,1.3753633100955347,1.3020756774901197,-0.05309031315989421
ID,0.5454370655050197,1.583101338948779,-1.78656789104192,1.2015531998515192
IL,1.0001393125099225,0.9605913541060103,-1.2899914112928026,0.18042218916134733
IN,-0.02482540642002666,2.059789708046785,-1.8284074467671352,0.7379092731072097
IA,-2.1578447835399346,2.070010839325218,1.2897361326869359,-0.2466526426443676
KS,-1.1114447779922205,1.9610191034686506,-0.287557015247637,0.1198726637873686
KY,-4.150154063146327,4.969618933007757,0.18326688530557744,-0.2712279030669512
LA,1.461926511459408,0.4344034462038682,-1.0250797280106603,0.040135694098348496
ME,-1.4085928702271544,0.952755894220439,1.8625639519861312,-0.37032226070706553
MD,-0.32572804143300776,0.7883059224167438,0.5087718938919603,-0.11569260707126339
MA,-2.1189403530661006,1.996518018606937,1.1296024782159142,0.09166384825363694
MI,-3.2084942897705977,3.9293381359397803,0.2362525899571013,0.0634889280840577
MN,0.18020199273662185,-0.16637690658235,0.9758826608816653,0.036182110172921056
MS,-2.716926004124478,3.567619880138588,-0.1275826047367441,-0.42871808478825324
MO,0.10406655879999033,1.2475738353027301,-0.34603186678109843,-0.17682166393047172
MT,-1.6822409534705205,2.9717900911997144,-0.5185689517155825,0.06959775567732163
NE,-1.350813570836846,0.965210890894858,1.7885199248565526,-0.4271369191205089
NV,-0.3607236263686723,1.3472352746335365,0.2704713318280809,-0.15659668579852704
NH,-1.03241908346295,0.5391807674242393,1.4921802118585723,-0.062679862466968
NJ,2.8094706470916653,-1.8875592972778914,-0.14171507174705056,0.41245893137836853
NM,-2.9986275447672917,2.9451645837583276,1.0164430630884427,-0.510887517552679
NY,-2.2713858227817223,2.3551539557171535,0.9645312101544135,-0.3163341521265898
NC,6.478333189068148,-4.402865109094002,-1.225601152863586,0.45624488440682487
ND,-1.4855626077164659,4.400476916627882,-1.0704915643485444,0.6159721584979683
OH,0.15214479209137197,0.1335976478714037,0.7012686992400315,-0.085506986466239
OK,-4.07555686325948,5.022868137517997,-0.5725775457493141,0.820448689705116
OR,-1.48972787937648,2.640143001903782,-0.7244866591422174,1.4631448344067206
PA,2.1906969265525773,-1.3843621503956118,0.23324442241453403,0.032143990321158
RI,-0.7778253537993692,0.8792865119963091,0.9668348686634004,-0.13984533193877224
SC,2.5140609259727134,-0.377032507204913,-1.5123995572949256,0.37460391123262604
SD,-2.540975895427335,3.446945071644023,0.3855784118408363,-1.1806486228423703
TN,-3.492963230165612,4.596284114354164,-0.3091801446750706,0.39400298203553685
TX,-1.8944288035375232,2.2479481150610305,0.6292997422081628,0.32275555291818003
UT,-1.9967655226294678,2.346159372935358,0.6338729113017665,0.9163333138262291
VT,-1.514055556987231,1.049648403135638,1.522770688501881,-0.08773228128009103
VA,-6.170372685013931,5.513863939798913,1.7603742844407315,-0.8115108331026015
WA,-0.31688628727144685,-0.24480018118598346,1.6836018741204253,-0.2200072881413897
WV,-0.7458467945044441,2.605525259708739,-1.1918193599914149,-0.4903375515921867
WI,-0.17064945800621364,1.4704197929068628,-0.1594690777425809,-0.23392892975434476
WY,3.0422845395305442,0.40184252786589536,-1.8175849318755786,-0.5267471253705999
