,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.022054966198034445
14,0.07366593691186517
15,0.23779080180533838
16,0.1156189518287455
17,0.06100118993946034
18,0.08068387230372238
19,0.15965453141138947
20,0.04593996874074412
21,0.08124982488142811
22,0.061454430594579765
23,0.06592017786348683
24,-0.05409448333531941
